Noise,Beta,Window,T,PSNR
20,0.85,7,0.25,53.9220796607
20,0.85,7,0.25,57.3787936289
20,0.85,7,0.5,62.1304658019
20,0.85,7,0.5,57.7135997559
20,0.85,7,0.5,51.62449206
20,0.85,7,0.5,54.3321158772
20,0.85,7,0.5,56.043636278
20,0.85,7,0.75,56.657108577
20,0.85,7,0.75,56.7628226526
20,0.85,7,0.75,53.1391381754
20,0.85,7,0.75,54.9173605284
20,0.85,7,0.75,54.3560668323
20,0.85,9,0.25,54.3255187268
20,0.85,9,0.25,52.853870511
20,0.85,9,0.25,51.3202479738
20,0.85,9,0.25,55.913414459
20,0.85,9,0.25,53.6817406128
20,0.85,9,0.5,55.0452525643
20,0.85,9,0.5,53.5190066828
20,0.85,9,0.5,54.3927435235
20,0.85,9,0.5,56.6898922146
20,0.85,9,0.5,53.5745690114
20,0.85,9,0.75,56.5281463246
20,0.85,9,0.75,51.4981485568
20,0.85,9,0.75,55.5683889585
20,0.85,9,0.75,51.8970444676
20,0.85,9,0.75,52.3305248469
30,0.65,3,0.25,54.5561704941
30,0.65,3,0.25,49.2075429416
30,0.65,3,0.25,52.7699371563
30,0.65,3,0.25,53.703260117
30,0.65,3,0.25,50.4873843673
30,0.65,3,0.5,49.0660712974
30,0.65,3,0.5,50.934208124
30,0.65,3,0.5,52.3591417913
30,0.65,3,0.5,50.3740374691
30,0.65,3,0.5,48.9206571638
30,0.65,3,0.75,51.1371705385
30,0.65,3,0.75,49.8977545705
30,0.65,3,0.75,54.0650534216
30,0.65,3,0.75,53.0367249607
30,0.65,3,0.75,52.3707173048
30,0.65,5,0.25,55.887479599
30,0.65,5,0.25,51.1062976754
30,0.65,5,0.25,51.4629868996
30,0.65,5,0.25,54.3356921528
30,0.65,5,0.25,51.3472446678
30,0.65,5,0.5,52.206008118
30,0.65,5,0.5,54.0006252111
30,0.65,5,0.5,56.4610047241
30,0.65,5,0.5,52.3878357749
30,0.65,5,0.5,50.6735400454
30,0.65,5,0.75,50.753775421
30,0.65,5,0.75,51.9686133072
30,0.65,5,0.75,56.0550746191
30,0.65,5,0.75,47.2551399093
30,0.65,5,0.75,50.3217821961
30,0.65,7,0.25,51.9878638605
30,0.65,7,0.25,48.6973327059
30,0.65,7,0.25,52.8716682868
30,0.65,7,0.25,51.0033608995
30,0.65,7,0.25,50.0767289588
30,0.65,7,0.5,51.9261879212
30,0.65,7,0.5,54.7370430673
30,0.65,7,0.5,55.5745315382
30,0.65,7,0.5,55.2150449332
30,0.65,7,0.5,52.7941323935
30,0.65,7,0.75,54.8326170501
30,0.65,7,0.75,50.1356009852
30,0.65,7,0.75,51.7851535883
30,0.65,7,0.75,54.855910937
30,0.65,7,0.75,51.4420263777
30,0.65,9,0.25,52.75599294
30,0.65,9,0.25,50.7299335803
30,0.65,9,0.25,55.3920814091
30,0.65,9,0.25,51.5422585575
30,0.65,9,0.25,57.8506715886
30,0.65,9,0.5,55.8527886664
30,0.65,9,0.5,52.6854202418
30,0.65,9,0.5,49.5965414804
30,0.65,9,0.5,54.0743987269
30,0.65,9,0.5,56.6293412983
30,0.65,9,0.75,56.1865299388
30,0.65,9,0.75,51.0591646691
30,0.65,9,0.75,49.9223461432
30,0.65,9,0.75,52.1449229001
30,0.65,9,0.75,52.2229075855
30,0.85,3,0.25,51.0640507573
30,0.85,3,0.25,51.2442210566
30,0.85,3,0.25,53.8959637587
30,0.85,3,0.25,50.8308809459
30,0.85,3,0.25,51.9623371829
30,0.85,3,0.5,50.716818231
30,0.85,3,0.5,48.0973526359
30,0.85,3,0.5,50.2525348367
30,0.85,3,0.5,52.2792849306
30,0.85,3,0.5,50.8301788184
30,0.85,3,0.75,51.2639128443
30,0.85,3,0.75,49.1470398516
30,0.85,3,0.75,54.2353080579
30,0.85,3,0.75,55.7260150075
30,0.85,3,0.75,52.5919408596
30,0.85,5,0.25,49.9647528502
30,0.85,5,0.25,52.2857158163
30,0.85,5,0.25,53.2173167473
30,0.85,5,0.25,51.6915908952
30,0.85,5,0.25,53.1532417532
30,0.85,5,0.5,52.0560743259
30,0.85,5,0.5,51.9687382644
30,0.85,5,0.5,50.6710905781
30,0.85,5,0.5,52.1287075353
30,0.85,5,0.5,51.8062342145
30,0.85,5,0.75,51.2458103601
30,0.85,5,0.75,52.4811844442
30,0.85,5,0.75,49.8059151926
30,0.85,5,0.75,50.9419493109
30,0.85,5,0.75,51.5212092481
30,0.85,7,0.25,52.5972759452
30,0.85,7,0.25,54.204435667
30,0.85,7,0.25,52.0527817919
30,0.85,7,0.25,53.7550074272
30,0.85,7,0.25,49.5390546857
30,0.85,7,0.5,51.3550850865
30,0.85,7,0.5,53.7481410262
30,0.85,7,0.5,53.0316051999
30,0.85,7,0.5,50.7293804427
30,0.85,7,0.5,54.4696562732
30,0.85,7,0.75,48.8080238242
30,0.85,7,0.75,50.9823474786
30,0.85,7,0.75,50.8863619574
30,0.85,7,0.75,50.7483193808
30,0.85,7,0.75,51.9794348692
30,0.85,9,0.25,50.9357635292
30,0.85,9,0.25,52.7676031503
30,0.85,9,0.25,52.3364618067
30,0.85,9,0.25,51.5712810171
30,0.85,9,0.25,49.100972458
30,0.85,9,0.5,49.8059023601
30,0.85,9,0.5,51.8117455432
30,0.85,9,0.5,50.8354163731
30,0.85,9,0.5,51.2643490511
30,0.85,9,0.5,52.0380953064
30,0.85,9,0.75,50.7478298065
30,0.85,9,0.75,52.8579915132
30,0.85,9,0.75,50.4703106201
30,0.85,9,0.75,50.3541563803
30,0.85,9,0.75,52.2222097489
10,0.925,3,0.45,70.627558067
10,0.925,3,0.45,70.2940699713
10,0.925,3,0.45,71.4444532996
10,0.925,3,0.45,70.4649030923
10,0.925,3,0.45,69.0247612037
10,0.925,3,0.55,71.14699329
10,0.925,3,0.55,70.989935575
10,0.925,3,0.55,68.6987769291
10,0.925,3,0.55,66.4822341163
10,0.925,3,0.55,70.0137524828
10,0.925,5,0.45,73.3193592017
10,0.925,5,0.45,67.4509115747
10,0.925,5,0.45,63.7855773212
10,0.925,5,0.45,67.5548741872
10,0.925,5,0.45,72.6826515424
10,0.925,5,0.55,70.8351203266
10,0.925,5,0.55,67.9405392749
10,0.925,5,0.55,68.8568948646
10,0.925,5,0.55,68.2168316207
10,0.925,5,0.55,69.6808820255
10,0.925,7,0.45,74.256140534
10,0.925,7,0.45,66.5749188054
10,0.925,7,0.45,60.4425083697
10,0.925,7,0.45,70.8083764998
10,0.925,7,0.45,65.9204686975
10,0.925,7,0.55,69.0517551438
10,0.925,7,0.55,66.4052262163
10,0.925,7,0.55,66.7430677099
10,0.925,7,0.55,66.5761656017
10,0.925,7,0.55,66.8341156069
10,0.925,9,0.45,64.978279164
10,0.925,9,0.45,64.8618879906
10,0.925,9,0.45,62.1754709462
10,0.925,9,0.45,61.3101230121
10,0.925,9,0.45,68.2653120568
10,0.925,9,0.55,66.0009367848
10,0.925,9,0.55,65.1865821769
10,0.925,9,0.55,62.9111500929
10,0.925,9,0.55,66.9839209461
10,0.925,9,0.55,64.5855945722
10,0.95,3,0.45,70.2509969401
10,0.95,3,0.45,70.3260779217
10,0.95,3,0.45,72.8516424991
10,0.95,3,0.45,70.2573349551
10,0.95,3,0.45,68.814786432
10,0.95,3,0.55,70.1550839097
10,0.95,3,0.55,69.8156597323
10,0.95,3,0.55,62.6876876255
10,0.95,3,0.55,69.0843645349
10,0.95,3,0.55,67.5059820107
10,0.95,5,0.45,68.8903858222
10,0.95,5,0.45,65.8293811696
10,0.95,5,0.45,67.5723636341
10,0.95,5,0.45,68.4359600159
10,0.95,5,0.45,70.5983817623
10,0.95,5,0.55,65.0560995248
10,0.95,5,0.55,69.01264036
10,0.95,5,0.55,67.2658212856
10,0.95,5,0.55,69.0404324024
10,0.95,5,0.55,70.5553929852
10,0.95,7,0.45,67.2410085641
10,0.95,7,0.45,66.2797513725
10,0.95,7,0.45,67.4625661636
10,0.95,7,0.45,69.8921549244
10,0.95,7,0.45,65.7118766614
10,0.95,7,0.55,63.8546141157
10,0.95,7,0.55,73.5418747785
10,0.95,7,0.55,67.1110747986
10,0.95,7,0.55,66.3263530724
10,0.95,7,0.55,65.5692445525
10,0.95,9,0.45,64.4437820963
10,0.95,9,0.45,63.9729069701
10,0.95,9,0.45,64.8144189032
10,0.95,9,0.45,58.3066472479
10,0.95,9,0.45,66.686558183
10,0.95,9,0.55,64.1588836078
10,0.95,9,0.55,66.4613974544
10,0.95,9,0.55,61.4895715276
10,0.95,9,0.55,63.7194513444
10,0.95,9,0.55,66.0567641448
10,0.975,3,0.45,69.2335963931
10,0.975,3,0.45,69.6928390199
10,0.975,3,0.45,67.0156513064
10,0.975,3,0.45,70.1961505602
10,0.975,3,0.45,66.6771619963
10,0.975,3,0.55,69.6031812721
10,0.975,3,0.55,69.1905887494
10,0.975,3,0.55,66.4400796536
10,0.975,3,0.55,63.758418454
10,0.975,3,0.55,62.382544297
10,0.975,5,0.45,68.7376174746
10,0.975,5,0.45,70.1677003861
10,0.975,5,0.45,61.2854925168
10,0.975,5,0.45,65.3963953804
10,0.975,5,0.45,69.4519441329
10,0.975,5,0.55,70.4093609727
10,0.975,5,0.55,61.7791798048
10,0.975,5,0.55,71.703668423
10,0.975,5,0.55,61.7960862222
10,0.975,5,0.55,69.9782522358
10,0.975,7,0.45,64.5646774868
10,0.975,7,0.45,59.9868313722
10,0.975,7,0.45,67.1627652307
10,0.975,7,0.45,60.042539717
10,0.975,7,0.45,72.2110960676
10,0.975,7,0.55,63.3154482731
10,0.975,7,0.55,68.6820099634
10,0.975,7,0.55,66.4556885397
10,0.975,7,0.55,64.276775634
10,0.975,7,0.55,63.5867610002
10,0.975,9,0.45,63.0113456308
10,0.975,9,0.45,62.9752307039
10,0.975,9,0.45,64.2044114483
10,0.975,9,0.45,62.2666810101
10,0.975,9,0.45,66.6433700265
10,0.975,9,0.55,66.6272615401
10,0.975,9,0.55,67.7685943664
10,0.975,9,0.55,60.7902881803
10,0.975,9,0.55,60.2764214786
10,0.975,9,0.55,68.002860369
20,0.925,3,0.45,59.3884238391
20,0.925,3,0.45,52.7160611986
20,0.925,3,0.45,54.7813374048
20,0.925,3,0.45,59.3153884765
20,0.925,3,0.45,54.895420873
20,0.925,3,0.55,57.7523014318
20,0.925,3,0.55,58.3177949657
20,0.925,3,0.55,54.8257428171
20,0.925,3,0.55,58.8464801754
20,0.925,3,0.55,55.7348032582
20,0.925,5,0.45,57.2105193857
20,0.925,5,0.45,56.3589954294
20,0.925,5,0.45,53.158425165
20,0.925,5,0.45,55.1586677242
20,0.925,5,0.45,56.5413751714
20,0.925,5,0.55,54.552932645
20,0.925,5,0.55,54.5818982263
20,0.925,5,0.55,53.3963131422
20,0.925,5,0.55,58.2631392935
20,0.925,5,0.55,53.6763735686
20,0.925,7,0.45,53.670844522
20,0.925,7,0.45,54.8174741219
20,0.925,7,0.45,55.8262312714
20,0.925,7,0.45,55.5115564373
20,0.925,7,0.45,54.6461037142
20,0.925,7,0.55,55.2313103242
20,0.925,7,0.55,54.7729642709
20,0.925,7,0.55,59.9627295032
20,0.925,7,0.55,52.8983321909
20,0.925,7,0.55,53.5518739482
20,0.925,9,0.45,55.2307666279
20,0.925,9,0.45,55.5413564628
20,0.925,9,0.45,52.0583094387
20,0.925,9,0.45,54.1872640997
20,0.925,9,0.45,55.0518940327
20,0.925,9,0.55,52.6044279863
20,0.925,9,0.55,53.6566294286
20,0.925,9,0.55,51.4879436997
20,0.925,9,0.55,57.278596737
20,0.925,9,0.55,52.4369493732
20,0.95,3,0.45,56.992255874
20,0.95,3,0.45,55.1264952634
20,0.95,3,0.45,56.081520756
20,0.95,3,0.45,56.6709539208
20,0.95,3,0.45,58.7072408541
20,0.95,3,0.55,56.8902065746
20,0.95,3,0.55,56.6081676688
20,0.95,3,0.55,52.3049082877
20,0.95,3,0.55,58.9942093415
20,0.95,3,0.55,55.0619798735
20,0.95,5,0.45,54.5186618517
20,0.95,5,0.45,55.1470105312
20,0.95,5,0.45,53.2150176201
20,0.95,5,0.45,56.0097564723
20,0.95,5,0.45,62.4111635974
20,0.95,5,0.55,51.8349216175
20,0.95,5,0.55,54.7573077948
20,0.95,5,0.55,53.0391548349
20,0.95,5,0.55,56.960236073
20,0.95,5,0.55,54.3980847722
20,0.95,7,0.45,54.2831690913
20,0.95,7,0.45,53.5442165906
20,0.95,7,0.45,53.0575220776
20,0.95,7,0.45,52.0536457711
20,0.95,7,0.45,54.250407072
20,0.95,7,0.55,52.5946768745
20,0.95,7,0.55,56.4394724628
20,0.95,7,0.55,54.0176943882
20,0.95,7,0.55,54.7660364627
20,0.95,7,0.55,55.5301462915
20,0.95,9,0.45,53.3841661423
20,0.95,9,0.45,53.4549359046
20,0.95,9,0.45,52.2388083292
20,0.95,9,0.45,52.6411510316
20,0.95,9,0.45,57.6521520162
20,0.95,9,0.55,54.9404643656
20,0.95,9,0.55,56.1084833946
20,0.95,9,0.55,57.5886219855
20,0.95,9,0.55,54.5310974581
20,0.95,9,0.55,52.9621565606
20,0.975,3,0.45,58.2898562526
20,0.975,3,0.45,58.9077682573
20,0.975,3,0.45,56.8780317798
20,0.975,3,0.45,53.7743189627
20,0.975,3,0.45,54.3600871379
20,0.975,3,0.55,57.2163310507
20,0.975,3,0.55,57.9193020424
20,0.975,3,0.55,56.0476688837
20,0.975,3,0.55,56.5521470187
20,0.975,3,0.55,57.7436029563
20,0.975,5,0.45,56.2295756706
20,0.975,5,0.45,53.0007770552
20,0.975,5,0.45,54.1827725087
20,0.975,5,0.45,56.0748828395
20,0.975,5,0.45,57.0477432697
20,0.975,5,0.55,56.3263927225
20,0.975,5,0.55,57.8654666534
20,0.975,5,0.55,53.002135386
20,0.975,5,0.55,57.4312997155
20,0.975,5,0.55,55.1485111207
20,0.975,7,0.45,57.3930344418
20,0.975,7,0.45,53.7344654074
20,0.975,7,0.45,54.2095050851
20,0.975,7,0.45,53.487679151
20,0.975,7,0.45,51.5113774107
20,0.975,7,0.55,55.1441081887
20,0.975,7,0.55,54.242436059
20,0.975,7,0.55,52.2753955924
20,0.975,7,0.55,52.3426415948
20,0.975,7,0.55,53.505763344
20,0.975,9,0.45,55.7751064914
20,0.975,9,0.45,52.4362911958
20,0.975,9,0.45,54.8295262801
20,0.975,9,0.45,53.0139250862
20,0.975,9,0.45,55.0268225221
20,0.975,9,0.55,57.1712249931
20,0.975,9,0.55,53.7906406662
20,0.975,9,0.55,54.5430923145
20,0.975,9,0.55,56.0871668818
20,0.975,9,0.55,52.9122704827
30,0.925,3,0.45,50.4456786813
30,0.925,3,0.45,51.5357801731
30,0.925,3,0.45,51.7299115331
30,0.925,3,0.45,52.2768641122
30,0.925,3,0.45,51.8743557568
30,0.925,3,0.55,48.6271864874
30,0.925,3,0.55,51.343486495
30,0.925,3,0.55,52.9503616758
30,0.925,3,0.55,51.6654884621
30,0.925,3,0.55,51.9281888943
30,0.925,5,0.45,53.9735151759
30,0.925,5,0.45,50.9505528559
30,0.925,5,0.45,53.5438388573
30,0.925,5,0.45,51.1972084082
30,0.925,5,0.45,50.5043462896
30,0.925,5,0.55,51.2621397086
30,0.925,5,0.55,52.4594937659
30,0.925,5,0.55,48.1960747779
30,0.925,5,0.55,50.090597516
30,0.925,5,0.55,50.059604706
30,0.925,7,0.45,54.1803687487
30,0.925,7,0.45,51.7646597567
30,0.925,7,0.45,50.9214046651
30,0.925,7,0.45,51.3552366213
30,0.925,7,0.45,50.5089102492
30,0.925,7,0.55,51.6332211042
30,0.925,7,0.55,50.6541524877
30,0.925,7,0.55,52.4913395545
30,0.925,7,0.55,52.2385092851
30,0.925,7,0.55,51.0601227498
30,0.925,9,0.45,52.6620881112
30,0.925,9,0.45,54.204751057
30,0.925,9,0.45,51.761483732
30,0.925,9,0.45,50.1863801658
30,0.925,9,0.45,49.9935251608
30,0.925,9,0.55,51.3155131643
30,0.925,9,0.55,49.6101246113
30,0.925,9,0.55,50.8863613949
30,0.925,9,0.55,51.055351382
30,0.925,9,0.55,50.4118174804
30,0.95,3,0.45,53.8237540609
30,0.95,3,0.45,53.5921394618
30,0.95,3,0.45,49.2832783197
30,0.95,3,0.45,54.0978099711
30,0.95,3,0.45,52.0095294491
30,0.95,3,0.55,53.7707334336
30,0.95,3,0.55,51.6540080794
30,0.95,3,0.55,51.9919356933
30,0.95,3,0.55,51.2994638947
30,0.95,3,0.55,55.3732752423
30,0.95,5,0.45,51.1181544833
30,0.95,5,0.45,48.5697015845
30,0.95,5,0.45,49.7358199856
30,0.95,5,0.45,49.5477836355
30,0.95,5,0.45,51.990967188
30,0.95,5,0.55,52.2714179255
30,0.95,5,0.55,51.7492546591
30,0.95,5,0.55,50.7682042937
30,0.95,5,0.55,51.3081175813
30,0.95,5,0.55,51.654360471
30,0.95,7,0.45,52.4305134507
30,0.95,7,0.45,51.8165122587
30,0.95,7,0.45,52.1046362548
30,0.95,7,0.45,51.3045241307
30,0.95,7,0.45,49.551512618
30,0.95,7,0.55,51.4791446661
30,0.95,7,0.55,51.8975158343
30,0.95,7,0.55,48.7916181418
30,0.95,7,0.55,52.0486238273
30,0.95,7,0.55,52.6393801366
30,0.95,9,0.45,51.9117835311
30,0.95,9,0.45,52.7684086228
30,0.95,9,0.45,50.0337753032
30,0.95,9,0.45,49.9634207987
30,0.95,9,0.45,50.4867499977
30,0.95,9,0.55,50.4679487852
30,0.95,9,0.55,50.4819262952
30,0.95,9,0.55,51.8613918442
30,0.95,9,0.55,50.0532463644
30,0.95,9,0.55,50.3761902793
30,0.975,3,0.45,50.2513146185
30,0.975,3,0.45,53.5347654497
30,0.975,3,0.45,53.2359083811
30,0.975,3,0.45,50.8488601657
30,0.975,3,0.45,50.9412821995
30,0.975,3,0.55,50.5230491847
30,0.975,3,0.55,50.8677121513
30,0.975,3,0.55,51.0066796048
30,0.975,3,0.55,52.4400052979
30,0.975,3,0.55,55.270514243
30,0.975,5,0.45,50.9082751555
30,0.975,5,0.45,52.0711091654
30,0.975,5,0.45,49.3451010985
30,0.975,5,0.45,49.3488652957
30,0.975,5,0.45,52.3771404261
30,0.975,5,0.55,51.9643760977
30,0.975,5,0.55,51.7116042505
30,0.975,5,0.55,53.715623792
30,0.975,5,0.55,53.986437874
30,0.975,5,0.55,51.8786310954
30,0.975,7,0.45,50.2186172968
30,0.975,7,0.45,50.9254704431
30,0.975,7,0.45,50.1019927633
30,0.975,7,0.45,52.3040416908
30,0.975,7,0.45,51.7166424082
30,0.975,7,0.55,50.7452233186
30,0.975,7,0.55,50.9673846578
30,0.975,7,0.55,53.0509116466
30,0.975,7,0.55,52.9372666644
30,0.975,7,0.55,50.2736018632
30,0.975,9,0.45,52.2751665663
30,0.975,9,0.45,51.2687099297
30,0.975,9,0.45,50.6510797435
30,0.975,9,0.45,51.3489172905
30,0.975,9,0.45,54.9214900166
30,0.975,9,0.55,53.3238975971
30,0.975,9,0.55,54.5778615319
30,0.975,9,0.55,52.2380659591
30,0.975,9,0.55,52.2566715194
30,0.975,9,0.55,49.8171076346
10,0.6,3,0.55,70.9823960982
10,0.6,3,0.55,71.003285061
10,0.6,3,0.55,73.5091787206
10,0.6,3,0.55,69.787886254
10,0.6,3,0.55,70.9101728496
10,0.6,3,0.6,68.0503270906
10,0.6,3,0.6,68.1677224307
10,0.6,3,0.6,72.7260483721
10,0.6,3,0.6,69.7986649733
10,0.6,3,0.6,70.3639814099
10,0.6,3,0.65,69.2305293961
10,0.6,3,0.65,71.8334242405
10,0.6,3,0.65,68.6107435619
10,0.6,3,0.65,72.5705141728
10,0.6,3,0.65,68.2895721868
10,0.6,5,0.55,72.4933098988
10,0.6,5,0.55,73.6462063391
10,0.6,5,0.55,73.1246867767
10,0.6,5,0.55,74.8897069558
10,0.6,5,0.55,71.5189328169
10,0.6,5,0.6,72.2785252471
10,0.6,5,0.6,70.3149622467
10,0.6,5,0.6,72.8384529335
10,0.6,5,0.6,74.3586861898
10,0.6,5,0.6,71.1915869349
10,0.6,5,0.65,73.1701098351
10,0.6,5,0.65,73.1823814544
10,0.6,5,0.65,70.4320353258
10,0.6,5,0.65,73.7696675856
10,0.6,5,0.65,72.3733899781
10,0.6,7,0.55,67.6181593868
10,0.6,7,0.55,72.7164330963
10,0.6,7,0.55,72.0971920961
10,0.6,7,0.55,76.1140699682
10,0.6,7,0.55,71.8722482463
10,0.6,7,0.6,71.0399766357
10,0.6,7,0.6,73.5336655004
10,0.6,7,0.6,76.0444404637
10,0.6,7,0.6,69.9594423973
10,0.6,7,0.6,71.5897606344
10,0.6,7,0.65,72.0776211887
10,0.6,7,0.65,70.9185240549
10,0.6,7,0.65,71.0895733451
10,0.6,7,0.65,68.0175343514
10,0.6,7,0.65,73.5811125628
10,0.6,9,0.55,68.6826655369
10,0.6,9,0.55,70.4284057762
10,0.6,9,0.55,72.7907159684
10,0.6,9,0.55,72.5789962621
10,0.6,9,0.55,70.4637353318
10,0.6,9,0.6,73.9648668273
10,0.6,9,0.6,69.5962796455
10,0.6,9,0.6,71.1426868823
10,0.6,9,0.6,75.5875147832
10,0.6,9,0.6,72.4160124752
10,0.6,9,0.65,70.5057953933
10,0.6,9,0.65,71.9883450588
10,0.6,9,0.65,76.3601332311
10,0.6,9,0.65,71.040418694
10,0.6,9,0.65,66.7362985285
10,0.65,3,0.55,73.203520444
10,0.65,3,0.55,68.8853596814
10,0.65,3,0.55,69.9747514623
10,0.65,3,0.55,69.9818207885
10,0.65,3,0.55,74.5022172806
10,0.65,3,0.6,71.2308209498
10,0.65,3,0.6,70.4021555328
10,0.65,3,0.6,66.5945204593
10,0.65,3,0.6,71.6635715983
10,0.65,3,0.6,68.2678115476
10,0.65,3,0.65,70.8281148519
10,0.65,3,0.65,69.2795652837
10,0.65,3,0.65,71.4520668465
10,0.65,3,0.65,70.5916878911
10,0.65,3,0.65,68.8919486909
10,0.65,5,0.55,73.8655487655
10,0.65,5,0.55,67.7271302011
10,0.65,5,0.55,65.1994983855
10,0.65,5,0.55,71.8806039193
10,0.65,5,0.55,71.1846058351
10,0.65,5,0.6,74.9523560136
10,0.65,5,0.6,70.4008104183
10,0.65,5,0.6,71.0138513423
10,0.65,5,0.6,73.8819149369
10,0.65,5,0.6,72.1170580791
10,0.65,5,0.65,69.5784583672
10,0.65,5,0.65,71.258765903
10,0.65,5,0.65,73.5385414104
10,0.65,5,0.65,67.6409332179
10,0.65,5,0.65,70.2536040098
10,0.65,7,0.55,73.4273398951
10,0.65,7,0.55,67.3111162997
10,0.65,7,0.55,73.6085816964
10,0.65,7,0.55,71.5913329426
10,0.65,7,0.55,71.0060516599
10,0.65,7,0.6,64.1430162996
10,0.65,7,0.6,71.0932132296
10,0.65,7,0.6,64.5440728854
10,0.65,7,0.6,73.0410963906
10,0.65,7,0.6,69.6006401388
10,0.65,7,0.65,68.0738659919
10,0.65,7,0.65,65.7863264877
10,0.65,7,0.65,71.1054462557
10,0.65,7,0.65,69.6638956624
10,0.65,7,0.65,75.8380137241
10,0.65,9,0.55,72.6131069446
10,0.65,9,0.55,68.5784966101
10,0.65,9,0.55,73.6722365925
10,0.65,9,0.55,72.0897658389
10,0.65,9,0.55,71.4084926947
10,0.65,9,0.6,73.7662838545
10,0.65,9,0.6,68.7895676059
10,0.65,9,0.6,75.5312096655
10,0.65,9,0.6,72.3639585549
10,0.65,9,0.6,71.7429902656
10,0.65,9,0.65,65.8475541963
10,0.65,9,0.65,72.1015522644
10,0.65,9,0.65,70.9151799009
10,0.65,9,0.65,70.3811557821
10,0.65,9,0.65,66.9541434216
10,0.7,3,0.55,68.3646828395
10,0.7,3,0.55,71.7666024878
10,0.7,3,0.55,68.2607040939
10,0.7,3,0.55,68.4240077733
10,0.7,3,0.55,72.6946242998
10,0.7,3,0.6,67.8001950531
10,0.7,3,0.6,70.6395227241
10,0.7,3,0.6,68.2053600025
10,0.7,3,0.6,71.0266555135
10,0.7,3,0.6,72.4678608056
10,0.7,3,0.65,69.0489850742
10,0.7,3,0.65,71.8933417935
10,0.7,3,0.65,73.2038743611
10,0.7,3,0.65,71.4873940871
10,0.7,3,0.65,71.6791182505
10,0.7,5,0.55,74.6844829903
10,0.7,5,0.55,73.3607559452
10,0.7,5,0.55,71.0258085255
10,0.7,5,0.55,69.1587218301
10,0.7,5,0.55,72.6615872097
10,0.7,5,0.6,70.5871873705
10,0.7,5,0.6,70.8505721374
10,0.7,5,0.6,68.9435470483
10,0.7,5,0.6,72.6412810985
10,0.7,5,0.6,66.9031741258
10,0.7,5,0.65,70.9373272833
10,0.7,5,0.65,71.2745546137
10,0.7,5,0.65,73.8768037367
10,0.7,5,0.65,69.5577413004
10,0.7,5,0.65,68.4104038767
10,0.7,7,0.55,67.8144445662
10,0.7,7,0.55,66.2823737219
10,0.7,7,0.55,71.4383668095
10,0.7,7,0.55,67.3714402428
10,0.7,7,0.55,72.674049476
10,0.7,7,0.6,70.2006705259
10,0.7,7,0.6,72.886798582
10,0.7,7,0.6,71.9288763463
10,0.7,7,0.6,70.2564814734
10,0.7,7,0.6,70.9395714126
10,0.7,7,0.65,72.8163499313
10,0.7,7,0.65,71.5776387184
10,0.7,7,0.65,71.0653062687
10,0.7,7,0.65,74.2540609127
10,0.7,7,0.65,70.1309770308
10,0.7,9,0.55,73.3607727206
10,0.7,9,0.55,68.485295459
10,0.7,9,0.55,70.7186201799
10,0.7,9,0.55,74.5583871618
10,0.7,9,0.55,66.7226346856
10,0.7,9,0.6,70.3438796411
10,0.7,9,0.6,67.854963269
10,0.7,9,0.6,70.5641694541
10,0.7,9,0.6,69.5861436974
10,0.7,9,0.6,72.2098820677
10,0.7,9,0.65,71.8554450257
10,0.7,9,0.65,66.2239963662
10,0.7,9,0.65,72.1778197299
10,0.7,9,0.65,66.6266716666
10,0.7,9,0.65,68.1378161931
20,0.6,3,0.55,56.6601423712
20,0.6,3,0.55,61.9195398438
20,0.6,3,0.55,54.8306523995
20,0.6,3,0.55,58.9696996641
20,0.6,3,0.55,60.6850857455
20,0.6,3,0.6,61.4858350504
20,0.6,3,0.6,56.7072430552
20,0.6,3,0.6,62.0664871005
20,0.6,3,0.6,57.9117041247
20,0.6,3,0.6,55.6565894129
20,0.6,3,0.65,57.1630883825
20,0.6,3,0.65,56.6473263989
20,0.6,3,0.65,59.98381394
20,0.6,3,0.65,55.312303589
20,0.6,3,0.65,59.6735854963
20,0.6,5,0.55,57.5089316783
20,0.6,5,0.55,54.5479172404
20,0.6,5,0.55,59.6448654002
20,0.6,5,0.55,59.201769037
20,0.6,5,0.55,55.9292614717
20,0.6,5,0.6,54.7140743588
20,0.6,5,0.6,60.5261828093
20,0.6,5,0.6,55.5938578644
20,0.6,5,0.6,60.5676635267
20,0.6,5,0.6,54.8788521808
20,0.6,5,0.65,57.1319843874
20,0.6,5,0.65,64.1640187038
20,0.6,5,0.65,61.1681635955
20,0.6,5,0.65,55.058390483
20,0.6,5,0.65,56.2834019724
20,0.6,7,0.55,55.2998786701
20,0.6,7,0.55,54.7337705725
20,0.6,7,0.55,54.889457087
20,0.6,7,0.55,61.8013517985
20,0.6,7,0.55,55.0482874558
20,0.6,7,0.6,55.5974321347
20,0.6,7,0.6,55.3800045668
20,0.6,7,0.6,55.9348253461
20,0.6,7,0.6,54.6300492871
20,0.6,7,0.6,57.8509821127
20,0.6,7,0.65,54.9273178435
20,0.6,7,0.65,57.359590162
20,0.6,7,0.65,60.0062343899
20,0.6,7,0.65,54.6689704154
20,0.6,7,0.65,56.8664677972
20,0.6,9,0.55,59.2767327498
20,0.6,9,0.55,60.9388182063
20,0.6,9,0.55,55.0511808154
20,0.6,9,0.55,52.51003606
20,0.6,9,0.55,57.6933890664
20,0.6,9,0.6,58.1069587215
20,0.6,9,0.6,59.5323818558
